example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label
CHEBI:18208|CHEBI:18208||MONDO:0001266,"['CHEBI:18208', 'CHEBI:18208']",MONDO:0001266,1,indications,"['Penicillin G', 'Penicillin G']",erysipelas
CHEBI:28864|CHEBI:47381||MONDO:0020944,"['CHEBI:28864', 'CHEBI:47381']",MONDO:0020944,1,indications,"['Tobramycin', 'Diclofenac']",fungal infection of eye
CHEBI:29377|CHEBI:3508||MONDO:0008315,"['CHEBI:29377', 'CHEBI:3508']",MONDO:0008315,1,indications,"['Ceftazidime', 'Sodium carbonate']",prostate cancer
CHEBI:176844|CHEBI:68642|CHEBI:8382||MONDO:0007915,"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8382']",MONDO:0007915,1,indications,"['Abiraterone', 'Prednisone', 'Niraparib']",EXCESS LMW-DNA
CHEBI:176844|CHEBI:68642|CHEBI:8378||MONDO:0007915,"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8378']",MONDO:0007915,1,indications,"['Abiraterone', 'Niraparib', 'Prednisolone']",EXCESS LMW-DNA
CHEBI:16469|CHEBI:6443||HP:0002791,"['CHEBI:16469', 'CHEBI:6443']",HP:0002791,1,indications,"['Estradiol', 'Levonorgestrel']",Hypoventilation
CHEBI:17650|CHEBI:17650|CHEBI:7507||UMLS:C5848914,"['CHEBI:17650', 'CHEBI:17650', 'CHEBI:7507']",UMLS:C5848914,1,indications,"['Hydrocortisone', 'Framycetin', 'Hydrocortisone']",Corneal Transplant Tissue
CHEBI:36560|CHEBI:41237|UNII:8P5F881OCY||MONDO:0000754,"['CHEBI:36560', 'CHEBI:41237', 'UNII:8P5F881OCY']",MONDO:0000754,1,indications,"['Balsam of Peru', 'Benzyl benzoate', 'Zinc oxide']",anal fistula
CHEBI:23414|CHEBI:27568|CHEBI:29035|CHEBI:35176||MONDO:0002970,"['CHEBI:23414', 'CHEBI:27568', 'CHEBI:29035', 'CHEBI:35176']",MONDO:0002970,1,indications,"['manganese(2+)', 'Zinc sulfate', 'Selenium', 'Cupric sulfate']",ciliary body disorder
CHEBI:25107|CHEBI:26710|CHEBI:32588|CHEBI:32954||UMLS:C0877369,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",UMLS:C0877369,1,indications,"['Potassium chloride', 'magnesium atom', 'Sodium chloride', 'Sodium acetate']",Terminal state
CHEBI:12777|CHEBI:15956|CHEBI:16709|CHEBI:17154|CHEBI:17439|CHEBI:17621|CHEBI:18145|CHEBI:22652|CHEBI:27300|CHEBI:27373|CHEBI:27470|CHEBI:45931||CHEBI:6446,"['CHEBI:12777', 'CHEBI:15956', 'CHEBI:16709', 'CHEBI:17154', 'CHEBI:17439', 'CHEBI:17621', 'CHEBI:18145', 'CHEBI:22652', 'CHEBI:27300', 'CHEBI:27373', 'CHEBI:27470', 'CHEBI:45931']",CHEBI:6446,1,indications,"['Ascorbic acid', 'Nicotinamide', 'Cholecalciferol', 'Pyridoxine', 'Biotin', 'Dexpanthenol', 'Vitamin A', 'Vitamin E', 'Cocarboxylase', 'Cyanocobalamin', 'Folic acid', 'FMN']",Levothyroxine
CHEBI:17234|CHEBI:25107|CHEBI:26710|CHEBI:32588|CHEBI:32954|CHEBI:33198||UMLS:C4509972,"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",UMLS:C4509972,1,indications,"['magnesium atom', 'Potassium chloride', 'Sodium chloride', 'Gluconic Acid', 'Sodium acetate', 'D-glucose']",Requires vaccination
CHEBI:187892|CHEBI:3614||UMLS:C1536276,"['CHEBI:187892', 'CHEBI:3614']",UMLS:C1536276,1,indications,"['Chlorhexidine', 'Benzamidine']",Anaemia post chemotherapy
CHEBI:17824|CHEBI:3614||MONDO:0004953,"['CHEBI:17824', 'CHEBI:3614']",MONDO:0004953,1,indications,"['isopropanol', 'Chlorhexidine']",invasive ductal breast carcinoma
CHEBI:43968|UNII:1C75676F8V||MONDO:0100338,"['CHEBI:43968', 'UNII:1C75676F8V']",MONDO:0100338,1,indications,"['Meropenem', 'Vaborbactam']",urinary tract infection
CHEBI:26580|CHEBI:6456||MONDO:0005113,"['CHEBI:26580', 'CHEBI:6456']",MONDO:0005113,1,indications,"['Rifamycin', 'Lidocaine']",bacterial infectious disease
CHEBI:22652|CHEBI:48213|CHEBI:48220||UMLS:C0555971,"['CHEBI:22652', 'CHEBI:48213', 'CHEBI:48220']",UMLS:C0555971,1,indications,"['Amylmetacresol', 'Dichlorobenzyl alcohol', 'Ascorbic acid']",Oral infection
CHEBI:53579|CHEBI:84116||HP:0012735,"['CHEBI:53579', 'CHEBI:84116']",HP:0012735,1,indications,"['Pholcodine', 'Triprolidine']",Cough
CHEBI:31932|CHEBI:38545||MONDO:0005439,"['CHEBI:31932', 'CHEBI:38545']",MONDO:0005439,1,indications,"['Rosuvastatin', 'olmesartan']",familial hypercholesterolemia
CHEBI:2668|CHEBI:50690||UMLS:C0340288,"['CHEBI:2668', 'CHEBI:50690']",UMLS:C0340288,1,indications,"['Amlodipine', 'atorvastatin(1-)']",Angina pectoris
CHEBI:17987|CHEBI:30746|CHEBI:48220||UMLS:C0555971,"['CHEBI:17987', 'CHEBI:30746', 'CHEBI:48220']",UMLS:C0555971,1,indications,"['Benzoic acid', 'Benzyl alcohol', 'Dichlorobenzyl alcohol']",Oral infection
CHEBI:29377|CHEBI:3508||MONDO:0001050,"['CHEBI:29377', 'CHEBI:3508']",MONDO:0001050,1,indications,"['Ceftazidime', 'Sodium carbonate']",malignant otitis externa
CHEBI:12777|CHEBI:18145||MONDO:0005559,"['CHEBI:12777', 'CHEBI:18145']",MONDO:0005559,1,indications,"['Vitamin A', 'Vitamin E']",neurodegenerative disease
CHEBI:36560|CHEBI:50819||UMLS:C0424499,"['CHEBI:36560', 'CHEBI:50819']",UMLS:C0424499,1,indications,"['Ferric oxide', 'Zinc oxide']",Sun-damaged skin on face
CHEBI:7459|CHEBI:7982||UMLS:C0278139,"['CHEBI:7459', 'CHEBI:7982']",UMLS:C0278139,1,indications,"['pentazocine', 'Naloxone']",Moderate pain
CHEBI:116735|CHEBI:31264|UNII:877376V2XW||MONDO:0006771,"['CHEBI:116735', 'CHEBI:31264', 'UNII:877376V2XW']",MONDO:0006771,1,indications,"['benzethonium chloride', 'Benzocaine', 'Tyrothricin']",glossitis
CHEBI:27961|CHEBI:28093|CHEBI:35616|CHEBI:36612|CHEBI:36740|CHEBI:3830|CHEBI:50025||HP:0004724,"['CHEBI:27961', 'CHEBI:28093', 'CHEBI:35616', 'CHEBI:36612', 'CHEBI:36740', 'CHEBI:3830', 'CHEBI:50025']",HP:0004724,1,indications,"['beta-Pinene', 'Camphene', 'Eucalyptol', 'Fenchone', 'alpha-Pinene', 'Borneol', 'Anethole']",Calcium nephrolithiasis
CHEBI:16236|CHEBI:31206|CHEBI:4636|CHEBI:64733||MONDO:0003781,"['CHEBI:16236', 'CHEBI:31206', 'CHEBI:4636', 'CHEBI:64733']",MONDO:0003781,1,indications,"['Ethanol', 'Ammonium chloride', 'Potassium citrate', 'Diphenhydramine']",bronchitis
CHEBI:48947|CHEBI:93248||MONDO:0003781,"['CHEBI:48947', 'CHEBI:93248']",MONDO:0003781,1,indications,"['Clavulanic acid', '(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid']",bronchitis
CHEBI:16236|CHEBI:31206|CHEBI:4636|CHEBI:64733||MONDO:0005709,"['CHEBI:16236', 'CHEBI:31206', 'CHEBI:4636', 'CHEBI:64733']",MONDO:0005709,1,indications,"['Ethanol', 'Diphenhydramine', 'Potassium citrate', 'Ammonium chloride']",common cold
CHEBI:15354|CHEBI:4636|CHEBI:8093||UMLS:C0281856,"['CHEBI:15354', 'CHEBI:4636', 'CHEBI:8093']",UMLS:C0281856,1,indications,"['Choline', 'Phenylephrine', 'Diphenhydramine']",Generalized aches and pains
CHEBI:31206|CHEBI:4470|CHEBI:4636||MONDO:0005709,"['CHEBI:31206', 'CHEBI:4470', 'CHEBI:4636']",MONDO:0005709,1,indications,"['Ammonium chloride', 'Diphenhydramine', 'Dextromethorphan']",common cold
CHEBI:17650|CHEBI:31439||MONDO:0002406,"['CHEBI:17650', 'CHEBI:31439']",MONDO:0002406,1,indications,"['Hydrocortisone', 'Crotamiton']",dermatitis
CHEBI:41879|CHEBI:7507||MONDO:0002406,"['CHEBI:41879', 'CHEBI:7507']",MONDO:0002406,1,indications,"['Framycetin', 'Dexamethasone']",dermatitis
CHEBI:15409|CHEBI:27607|CHEBI:31832|CHEBI:36773||MONDO:0005578,"['CHEBI:15409', 'CHEBI:27607', 'CHEBI:31832', 'CHEBI:36773']",MONDO:0005578,1,indications,"['Thymol', 'Levomenthol', 'camphor', 'Methyl salicylate']",arthritis
CHEBI:16914|CHEBI:78320||UMLS:C0263631,"['CHEBI:16914', 'CHEBI:78320']",UMLS:C0263631,1,indications,"['Salicylic acid', 'Lactic acid']",Heloma durum
DRUGBANK:DB17095|UNII:JSV288Q5CV||MONDO:0100130,"['DRUGBANK:DB17095', 'UNII:JSV288Q5CV']",MONDO:0100130,1,indications,"['Riltozinameran', 'Famtozinameran']",adult acute respiratory distress syndrome
CHEBI:26710|CHEBI:32139|CHEBI:32588||MONDO:0000440,"['CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588']",MONDO:0000440,1,indications,"['Sodium chloride', 'Sodium bicarbonate', 'Potassium chloride']",metabolic acidosis
CHEBI:6923|PUBCHEM.COMPOUND:71586946||MONDO:0019289,"['CHEBI:6923', 'PUBCHEM.COMPOUND:71586946']",MONDO:0019289,1,indications,"['Miconazole', 'Unii-hpn8mzw13M']",hyperpigmentation of the skin
CHEBI:17154|CHEBI:17621|CHEBI:18405|CHEBI:45931||UMLS:C1142144,"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",UMLS:C1142144,1,indications,"['Cocarboxylase', 'Pyridoxal phosphate', 'FMN', 'Nicotinamide']",Acetonaemic vomiting
CHEBI:16796|CHEBI:16865|UNII:JWF5YAW3QW||UMLS:C0235162,"['CHEBI:16796', 'CHEBI:16865', 'UNII:JWF5YAW3QW']",UMLS:C0235162,1,indications,"['Melatonin', 'Valerian', 'Aminobutyrates']",Difficulty sleeping
CHEBI:15409|CHEBI:30769|CHEBI:31206|CHEBI:4470|CHEBI:4636|PUBCHEM.COMPOUND:4786||MONDO:0005709,"['CHEBI:15409', 'CHEBI:30769', 'CHEBI:31206', 'CHEBI:4470', 'CHEBI:4636', 'PUBCHEM.COMPOUND:4786']",MONDO:0005709,1,indications,"['Citric acid', 'Ammonium chloride', 'Phenylpropanolamine', 'Levomenthol', 'Dextromethorphan', 'Diphenhydramine']",common cold
CHEBI:4470|CHEBI:4636|CHEBI:77032|PUBCHEM.COMPOUND:4786||MONDO:0005709,"['CHEBI:4470', 'CHEBI:4636', 'CHEBI:77032', 'PUBCHEM.COMPOUND:4786']",MONDO:0005709,1,indications,"['Bromhexine', 'Dextromethorphan', 'Diphenhydramine', 'Phenylpropanolamine']",common cold
CHEBI:3183|CHEBI:46195|CHEBI:5551|CHEBI:8093||MONDO:0005709,"['CHEBI:3183', 'CHEBI:46195', 'CHEBI:5551', 'CHEBI:8093']",MONDO:0005709,1,indications,"['Phenylephrine', 'Acetaminophen', 'Brompheniramine', 'Guaifenesin']",common cold
CHEBI:4470|CHEBI:46195|CHEBI:52010||MONDO:0005709,"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:52010']",MONDO:0005709,1,indications,"['Dextromethorphan', 'Acetaminophen', 'chlorphenamine']",common cold
CHEBI:15407|CHEBI:46195|CHEBI:52010|CHEBI:5551||MONDO:0005709,"['CHEBI:15407', 'CHEBI:46195', 'CHEBI:52010', 'CHEBI:5551']",MONDO:0005709,1,indications,"['Guaifenesin', 'Acetaminophen', 'chlorphenamine', 'Ephedrine']",common cold
CHEBI:15409|CHEBI:31206|CHEBI:4636||MONDO:0005709,"['CHEBI:15409', 'CHEBI:31206', 'CHEBI:4636']",MONDO:0005709,1,indications,"['Levomenthol', 'Ammonium chloride', 'Diphenhydramine']",common cold
CHEBI:4470|CHEBI:4636|CHEBI:5551|PUBCHEM.COMPOUND:4786||MONDO:0005709,"['CHEBI:4470', 'CHEBI:4636', 'CHEBI:5551', 'PUBCHEM.COMPOUND:4786']",MONDO:0005709,1,indications,"['Guaifenesin', 'Dextromethorphan', 'Diphenhydramine', 'Phenylpropanolamine']",common cold
CHEBI:47381|CHEBI:75722||MONDO:0005091,"['CHEBI:47381', 'CHEBI:75722']",MONDO:0005091,1,indications,"['Diclofenac', 'Tramadol']",severe acute respiratory syndrome
CHEBI:16914|CHEBI:9667||MONDO:0006608,"['CHEBI:16914', 'CHEBI:9667']",MONDO:0006608,1,indications,"['Triamcinolone', 'Salicylic acid']",seborrheic dermatitis
CHEBI:17234|CHEBI:25107|CHEBI:26710|CHEBI:32588|CHEBI:32954|CHEBI:3312||UMLS:C0860006,"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C0860006,1,indications,"['Sodium chloride', 'Sodium acetate', 'magnesium atom', 'D-glucose', 'Calcium chloride', 'Potassium chloride']",Hypotonic dehydration
CHEBI:125|CHEBI:28304||MONDO:0007446,"['CHEBI:125', 'CHEBI:28304']",MONDO:0007446,1,indications,"['Heparin', 'Levomenol']",dermatosis papulosa nigra
CHEBI:15409|DRUGBANK:DB11082||MONDO:0006609,"['CHEBI:15409', 'DRUGBANK:DB11082']",MONDO:0006609,1,indications,"['Levomenthol', 'Coal tar']",Dandruff
CHEBI:16914|DRUGBANK:DB11082|DRUGBANK:DB15840||MONDO:0002406,"['CHEBI:16914', 'DRUGBANK:DB11082', 'DRUGBANK:DB15840']",MONDO:0002406,1,indications,"['Pine tar', 'Salicylic acid', 'Coal tar']",dermatitis
CHEBI:15409|CHEBI:18145|CHEBI:46936|CHEBI:86541||HP:0020110,"['CHEBI:15409', 'CHEBI:18145', 'CHEBI:46936', 'CHEBI:86541']",HP:0020110,1,indications,"['Levomenthol', 'Vitamin E', 'Glycol salicylate', 'Nonivamide']",Bone fracture
CHEBI:28971|CHEBI:9321||UMLS:C4727977,"['CHEBI:28971', 'CHEBI:9321']",UMLS:C4727977,1,indications,"['Sulbactam', 'Ampicillin']",Hospital acquired bacterial pneumonia
CHEBI:28748|UNII:4F4X42SYQ6||MONDO:0100280,"['CHEBI:28748', 'UNII:4F4X42SYQ6']",MONDO:0100280,1,indications,"['Doxorubicin', 'Rituximab']",Waldenstrom macroglobulinemia
CHEBI:3183|CHEBI:46195|CHEBI:8093||MONDO:0005271,"['CHEBI:3183', 'CHEBI:46195', 'CHEBI:8093']",MONDO:0005271,1,indications,"['Brompheniramine', 'Phenylephrine', 'Acetaminophen']",Allergy
CHEBI:31932|CHEBI:38545||MONDO:0005044,"['CHEBI:31932', 'CHEBI:38545']",MONDO:0005044,1,indications,"['Rosuvastatin', 'olmesartan']",hypertension
CHEBI:27373|CHEBI:3614||UMLS:C5437085,"['CHEBI:27373', 'CHEBI:3614']",UMLS:C5437085,1,indications,"['Dexpanthenol', 'Chlorhexidine']",Multiple superficial wounds
CHEBI:46195|CHEBI:51209|CHEBI:84116||UMLS:C0264222,"['CHEBI:46195', 'CHEBI:51209', 'CHEBI:84116']",UMLS:C0264222,1,indications,"['Pseudoephedrine', 'Triprolidine', 'Acetaminophen']",Acute upper respiratory infection
CHEBI:10454|CHEBI:135214||UMLS:C0860603,"['CHEBI:10454', 'CHEBI:135214']",UMLS:C0860603,1,indications,"['Flupentixol', 'Melitracen']",Anxiety symptoms
PUBCHEM.COMPOUND:91820602|UNII:5384HK7574|UNII:K16AIQ8CTM||EFO:0009573,"['PUBCHEM.COMPOUND:91820602', 'UNII:5384HK7574', 'UNII:K16AIQ8CTM']",EFO:0009573,1,indications,"['Hyaluronidase', 'Trastuzumab deruxtecan', 'Pertuzumab']",high-risk pregnancy
CHEBI:3697|CHEBI:471744|UNII:1OQF7TT3PF||MONDO:0004652,"['CHEBI:3697', 'CHEBI:471744', 'UNII:1OQF7TT3PF']",MONDO:0004652,1,indications,"['Imipenem', 'Relebactam', 'Cilastatin']",bacterial pneumonia
CHEBI:5778|CHEBI:8499|CHEBI:9671||MONDO:0005468,"['CHEBI:5778', 'CHEBI:8499', 'CHEBI:9671']",MONDO:0005468,1,indications,"['Hydrochlorothiazide', 'Triamterene', 'Propranolol']",hypotension
CHEBI:474053|CHEBI:6456||MONDO:0021839,"['CHEBI:474053', 'CHEBI:6456']",MONDO:0021839,1,indications,"['Cefazolin', 'Lidocaine']",spirochaetales infections
CHEBI:15365|CHEBI:38545||MONDO:0002928,"['CHEBI:15365', 'CHEBI:38545']",MONDO:0002928,1,indications,"['Rosuvastatin', 'Aspirin']",carcinosarcoma
CHEBI:145994|CHEBI:95341||MONDO:0004753,"['CHEBI:145994', 'CHEBI:95341']",MONDO:0004753,1,indications,"['Remdesivir', 'Baricitinib']",mechanical strabismus
UNII:2Z3DQD2JHM|UNII:J0FI6WE1QN||MONDO:0005821,"['UNII:2Z3DQD2JHM', 'UNII:J0FI6WE1QN']",MONDO:0005821,1,indications,"['Imdevimab', 'Casirivimab']",late congenital syphilis
CHEBI:28741|UNII:8NY9L8837D|UNII:Q3B1Y93C1S||MONDO:0004038,"['CHEBI:28741', 'UNII:8NY9L8837D', 'UNII:Q3B1Y93C1S']",MONDO:0004038,1,indications,"['Sodium fluoride', 'Dectaflur', 'Olaflur']",dental enamel hypoplasia
CHEBI:27899|CHEBI:4672||MONDO:0005233,"['CHEBI:27899', 'CHEBI:4672']",MONDO:0005233,1,indications,"['Docetaxel', 'Cisplatin']",non-small cell lung carcinoma
CHEBI:17833|CHEBI:5108||NCIT:C111970,"['CHEBI:17833', 'CHEBI:5108']",NCIT:C111970,1,indications,"['Fluocinolone', 'Gentamicin']",Bulla
CHEBI:26710|CHEBI:27373||MONDO:0003014,"['CHEBI:26710', 'CHEBI:27373']",MONDO:0003014,1,indications,"['Sodium chloride', 'Dexpanthenol']",rhinitis
CHEBI:52010|CHEBI:81717||UMLS:C0571550,"['CHEBI:52010', 'CHEBI:81717']",UMLS:C0571550,1,indications,"['chlorphenamine', 'Calcium levulinate']",Vaccine allergy
CHEBI:28177|CHEBI:28939||MONDO:0004979,"['CHEBI:28177', 'CHEBI:28939']",MONDO:0004979,1,indications,"['Theophylline', 'Acetylcysteine']",asthma
CHEBI:4672|UNII:X05U0N2RCO||UMLS:C4727179,"['CHEBI:4672', 'UNII:X05U0N2RCO']",UMLS:C4727179,1,indications,"['Darolutamide', 'Docetaxel']",Castration-Sensitive Prostate Carcinoma
CHEBI:17650|CHEBI:6456||UMLS:C0033775,"['CHEBI:17650', 'CHEBI:6456']",UMLS:C0033775,1,indications,"['Hydrocortisone', 'Lidocaine']",Pruritus Ani
CHEBI:28674|CHEBI:41879||MONDO:0001718,"['CHEBI:28674', 'CHEBI:41879']",MONDO:0001718,1,indications,"['Tetryzoline', 'Dexamethasone']",scleritis
CHEBI:133009|CHEBI:85083||UMLS:C4049392,"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049392,1,indications,"['Velpatasvir', 'Sofosbuvir']",Chronic hepatitis C genotype 1
CHEBI:28971|CHEBI:9321||MONDO:0005113,"['CHEBI:28971', 'CHEBI:9321']",MONDO:0005113,1,indications,"['Ampicillin', 'Sulbactam']",bacterial infectious disease
CHEBI:33118|UNII:8191EN8ZMD||NCIT:C187286,"['CHEBI:33118', 'UNII:8191EN8ZMD']",NCIT:C187286,1,indications,"['Boric acid', 'Sodium borate']",Eye Irritation
CHEBI:5134|CHEBI:75037|UNII:GE2T1418SV||MONDO:0004979,"['CHEBI:5134', 'CHEBI:75037', 'UNII:GE2T1418SV']",MONDO:0004979,1,indications,"['Vilanterol', 'Umeclidinium', 'Fluticasone']",asthma
CHEBI:116735|CHEBI:17987|CHEBI:34393||MONDO:0002406,"['CHEBI:116735', 'CHEBI:17987', 'CHEBI:34393']",MONDO:0002406,1,indications,"['Benzyl alcohol', 'Chloroxylenol', 'Benzocaine']",dermatitis
CHEBI:36560|CHEBI:4636|CHEBI:6456||MONDO:0002406,"['CHEBI:36560', 'CHEBI:4636', 'CHEBI:6456']",MONDO:0002406,1,indications,"['Diphenhydramine', 'Lidocaine', 'Zinc oxide']",dermatitis
CHEBI:15409|CHEBI:27961|CHEBI:31832|CHEBI:36773||MONDO:0002406,"['CHEBI:15409', 'CHEBI:27961', 'CHEBI:31832', 'CHEBI:36773']",MONDO:0002406,1,indications,"['camphor', 'Methyl salicylate', 'Levomenthol', 'Eucalyptol']",dermatitis
CHEBI:68575|CHEBI:6970|CHEBI:90972||MONDO:0004979,"['CHEBI:68575', 'CHEBI:6970', 'CHEBI:90972']",MONDO:0004979,1,indications,"['Indacaterol', 'GLYCOPYRROLATE', 'Mometasone']",asthma
CHEBI:3207|UNII:9810NUL4D1||MONDO:0004979,"['CHEBI:3207', 'UNII:9810NUL4D1']",MONDO:0004979,1,indications,"['Carmoterol', 'Budesonide']",asthma
CHEBI:16914|CHEBI:64213|UNII:2S713A4VP3||MONDO:0005855,"['CHEBI:16914', 'CHEBI:64213', 'UNII:2S713A4VP3']",MONDO:0005855,1,indications,"['Salicylic acid', 'Cantharidin', 'Podophyllin']",molluscum contagiosum
CHEBI:66901|CHEBI:90951||MONDO:0009061,"['CHEBI:66901', 'CHEBI:90951']",MONDO:0009061,1,indications,"['Ivacaftor', 'Lumacaftor']",cystic fibrosis
CHEBI:75037|UNII:GE2T1418SV||MONDO:0005002,"['CHEBI:75037', 'UNII:GE2T1418SV']",MONDO:0005002,1,indications,"['Umeclidinium', 'Vilanterol']",chronic obstructive pulmonary disease
CHEBI:75037|UNII:GE2T1418SV||MONDO:0005002,"['CHEBI:75037', 'UNII:GE2T1418SV']",MONDO:0005002,1,indications,"['Vilanterol', 'Umeclidinium']",chronic obstructive pulmonary disease
CHEBI:17650|CHEBI:7507||MONDO:0006614,"['CHEBI:17650', 'CHEBI:7507']",MONDO:0006614,1,indications,"['Framycetin', 'Hydrocortisone']",subcorneal pustular dermatosis
CHEBI:30114|CHEBI:48981||HP:0000225,"['CHEBI:30114', 'CHEBI:48981']",HP:0000225,1,indications,"['Oxyquinoline', 'Aluminum chloride']",Gingival bleeding
CHEBI:17698|CHEBI:3077|CHEBI:37943|CHEBI:63334||UMLS:C0271308,"['CHEBI:17698', 'CHEBI:3077', 'CHEBI:37943', 'CHEBI:63334']",UMLS:C0271308,1,indications,"['Betamethasone', 'Colistin', 'Chloramphenicol', 'Rolitetracycline']",Contact dermatitis of eyelid
CHEBI:47381|CHEBI:8776|DRUGBANK:DB11131||MONDO:0005306,"['CHEBI:47381', 'CHEBI:8776', 'DRUGBANK:DB11131']",MONDO:0005306,1,indications,"['ranitidine', 'Capsicum oleoresin', 'Diclofenac']",ankylosing spondylitis
CHEBI:22984|CHEBI:27300|CHEBI:28088||MONDO:0005516,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']",MONDO:0005516,1,indications,"['Calcium', 'Cholecalciferol', 'Genistein']",osteochondrodysplasia
CHEBI:25107|CHEBI:26710|CHEBI:32588|CHEBI:32954|CHEBI:33198||NCIT:C35017,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",NCIT:C35017,1,indications,"['Gluconic Acid', 'magnesium atom', 'Potassium chloride', 'Sodium chloride', 'Sodium acetate']",Hemorrhagic Shock
CHEBI:31484|CHEBI:31739||MONDO:0021245,"['CHEBI:31484', 'CHEBI:31739']",MONDO:0021245,1,indications,"['Diflucortolone valerate', 'Josamycin']",mouth neoplasm
CHEBI:134813|CHEBI:15409|CHEBI:31832|CHEBI:36773||UMLS:C0410256,"['CHEBI:134813', 'CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773']",UMLS:C0410256,1,indications,"['Methyl salicylate', 'Chlorobutanol', 'camphor', 'Levomenthol']",muscle injury
CHEBI:2676|CHEBI:48947||MONDO:0005246,"['CHEBI:2676', 'CHEBI:48947']",MONDO:0005246,1,indications,"['Amoxicillin', 'Clavulanic acid']",osteomyelitis
CHEBI:27732|CHEBI:46195|CHEBI:52010||MONDO:0000771,"['CHEBI:27732', 'CHEBI:46195', 'CHEBI:52010']",MONDO:0000771,1,indications,"['chlorphenamine', 'Caffeine', 'Acetaminophen']",allergic respiratory disease
CHEBI:3614|CHEBI:94563||MONDO:0021245,"['CHEBI:3614', 'CHEBI:94563']",MONDO:0021245,1,indications,"['Chlorhexidine', 'Benzydamine']",mouth neoplasm
CHEBI:85083|CHEBI:85089||UMLS:C4049418,"['CHEBI:85083', 'CHEBI:85089']",UMLS:C4049418,1,indications,"['Sofosbuvir', 'Ledipasvir']",Chronic hepatitis C genotype 5
CHEBI:100241|CHEBI:41879||MONDO:0005975,"['CHEBI:100241', 'CHEBI:41879']",MONDO:0005975,1,indications,"['Ciprofloxacin', 'Dexamethasone']",suppurative otitis media
CHEBI:29101|CHEBI:31498|UNII:6V88E24N5T||MONDO:0004966,"['CHEBI:29101', 'CHEBI:31498', 'UNII:6V88E24N5T']",MONDO:0004966,1,indications,"['Dimethicone', 'Magaldrate', 'Sodium cation']",gastritis
CHEBI:17234|CHEBI:26216|CHEBI:26710||NCIT:C121574,"['CHEBI:17234', 'CHEBI:26216', 'CHEBI:26710']",NCIT:C121574,1,indications,"['potassium atom', 'D-glucose', 'Sodium chloride']",Hypophagia
CHEBI:4903|CHEBI:50815||MONDO:0011438,"['CHEBI:4903', 'CHEBI:50815']",MONDO:0011438,1,indications,"['Ethinylestradiol', 'Norgestimate']",acne
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||HP:0003326,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",HP:0003326,1,indications,"['Methyl salicylate', 'camphor', 'Eucalyptus oil', 'Levomenthol']",Myalgia
CHEBI:36773|UNII:2R04ONI662||HP:0003326,"['CHEBI:36773', 'UNII:2R04ONI662']",HP:0003326,1,indications,"['camphor', 'Eucalyptus oil']",Myalgia
CHEBI:15409|CHEBI:3374|CHEBI:36773|CHEBI:88839||HP:0003326,"['CHEBI:15409', 'CHEBI:3374', 'CHEBI:36773', 'CHEBI:88839']",HP:0003326,1,indications,"['Levomenthol', 'Ethyl salicylate', 'camphor', 'Capsaicin']",Myalgia
CHEBI:16914|PUBCHEM.COMPOUND:6433489||HP:0003326,"['CHEBI:16914', 'PUBCHEM.COMPOUND:6433489']",HP:0003326,1,indications,"['Escin', 'Salicylic acid']",Myalgia
CHEBI:135976|CHEBI:15409||HP:0003418,"['CHEBI:135976', 'CHEBI:15409']",HP:0003418,1,indications,"['Menthyl salicylate', 'Levomenthol']",Back pain
CHEBI:3697|CHEBI:471744||UMLS:C0852351,"['CHEBI:3697', 'CHEBI:471744']",UMLS:C0852351,1,indications,"['Cilastatin', 'Imipenem']",Skin and subcutaneous tissue bacterial infections
CHEBI:5195|CHEBI:7507|DRUGBANK:DB11158|UNII:24H4NWX5CO||MONDO:0001517,"['CHEBI:5195', 'CHEBI:7507', 'DRUGBANK:DB11158', 'UNII:24H4NWX5CO']",MONDO:0001517,1,indications,"['Framycetin', 'furazolidone', 'Kaolin', 'Pectin']",dysentery
