example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc
CHEBI:28098|CHEBI:31415||UMLS:C0015404,"['CHEBI:28098', 'CHEBI:31415']",UMLS:C0015404,1,indications,"['clobetasone butyrate', 'Bekanamycin']","Eye Infections, Bacterial",mechanistically_synergistic,0.9,False,"Clobetasone butyrate is a corticosteroid reducing inflammation; Bekanamycin is an antibiotic targeting bacterial infection, both addressing eye infections.",gpt-4.1-mini,v1,2026-02-11T22:24:49+00:00
CHEBI:6129|CHEBI:63611||UMLS:C0015404,"['CHEBI:6129', 'CHEBI:63611']",UMLS:C0015404,1,indications,"['Moxifloxacin', 'Ketorolac']","Eye Infections, Bacterial",mechanistically_synergistic,0.9,False,"Moxifloxacin is an antibiotic treating bacterial eye infections; Ketorolac is an NSAID reducing inflammation and pain, both addressing symptoms of bacterial eye infections.",gpt-4.1-mini,v1,2026-02-11T22:24:49+00:00
DRUGBANK:DB10320|DRUGBANK:DB10333||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10333']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 15b capsular polysaccharide antigen', 'Streptococcus pneumoniae type 2 capsular polysaccharide antigen']",pneumococcal infection,mechanistically_synergistic,0.95,False,Both drugs are pneumococcal polysaccharide antigens targeting the same disease (pneumococcal infection) via vaccination mechanism.,gpt-4.1-mini,v1,2026-02-11T22:24:49+00:00
DRUGBANK:DB10320|DRUGBANK:DB10321||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10321']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 2 capsular polysaccharide antigen', 'Streptococcus pneumoniae type 3 capsular polysaccharide antigen']",pneumococcal infection,mechanistically_synergistic,0.9,False,"Both drugs are pneumococcal polysaccharide antigens targeting pneumococcal infection, indicating a synergistic vaccine mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17154|CHEBI:17439|CHEBI:18385|CHEBI:27470||MONDO:0002280,"['CHEBI:17154', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:27470']",MONDO:0002280,1,indications,"['Nicotinamide', 'Thiamine', 'Folic acid', 'Cyanocobalamin']",anemia,mechanistically_synergistic,0.9,False,All drugs are vitamins used to treat anemia by addressing nutritional deficiencies.,gpt-4.1-mini,v1,2026-02-11T22:24:50+00:00
CHEBI:17698|CHEBI:41879||MONDO:0005504,"['CHEBI:17698', 'CHEBI:41879']",MONDO:0005504,1,indications,"['Chloramphenicol', 'Dexamethasone']",diphtheria,mechanistically_synergistic,0.9,False,"Chloramphenicol is an antibiotic treating diphtheria; dexamethasone reduces inflammation and may mitigate symptoms, jointly targeting disease effects.",gpt-4.1-mini,v1,2026-02-11T22:24:50+00:00
CHEBI:134699|CHEBI:15765||MONDO:0020128,"['CHEBI:134699', 'CHEBI:15765']",MONDO:0020128,1,indications,"['Opicapone', 'Levodopa']",motor neuron disorder,mechanistically_synergistic,0.9,False,"Opicapone inhibits COMT to prolong Levodopa effect, both targeting motor symptoms in motor neuron disorder.",gpt-4.1-mini,v1,2026-02-11T22:24:50+00:00
CHEBI:17234|CHEBI:17754|CHEBI:26710||MONDO:0006684,"['CHEBI:17234', 'CHEBI:17754', 'CHEBI:26710']",MONDO:0006684,1,indications,"['D-glucose', 'Glycerin', 'Sodium chloride']",brain edema,mechanistically_synergistic,0.85,False,"D-glucose, glycerin, and sodium chloride are used together to reduce brain edema by osmotic effects.",gpt-4.1-mini,v1,2026-02-11T22:24:50+00:00
CHEBI:6456|CHEBI:9328||UMLS:C0851439,"['CHEBI:6456', 'CHEBI:9328']",UMLS:C0851439,1,indications,"['Lidocaine', 'Sulfadiazine']",Infections - pathogen unspecified,mechanistically_synergistic,0.85,False,Lidocaine is a local anesthetic and Sulfadiazine is an antibiotic; combined use can target infection and symptom relief in unspecified infections.,gpt-4.1-mini,v1,2026-02-11T22:24:51+00:00
CHEBI:31355|CHEBI:45863|PUBCHEM.COMPOUND:91820602|UNII:2S9ZZM9Q9V|UNII:52CMI0WC3Y||UMLS:C5395609,"['CHEBI:31355', 'CHEBI:45863', 'PUBCHEM.COMPOUND:91820602', 'UNII:2S9ZZM9Q9V', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,indications,"['Atezolizumab', 'Paclitaxel', 'Hyaluronidase', 'Bevacizumab', 'Carboplatin']",Treatment naive,mechanistically_synergistic,0.9,False,"Combination includes chemotherapy agents (Carboplatin, Paclitaxel), immunotherapy (Atezolizumab), anti-angiogenic agent (Bevacizumab), and Hyaluronidase to enhance drug delivery, all targeting the cancer indicated by UMLS:C5395609.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28748|CHEBI:4027|CHEBI:8382|UNII:4F4X42SYQ6|UNII:KG6VO684Z6||UMLS:C0855068,"['CHEBI:28748', 'CHEBI:4027', 'CHEBI:8382', 'UNII:4F4X42SYQ6', 'UNII:KG6VO684Z6']",UMLS:C0855068,1,indications,"['Polatuzumab vedotin', 'Cyclophosphamide', 'Rituximab', 'Doxorubicin', 'Prednisone']",Rhabdomyosarcoma previously untreated,other,0.7,True,"Combination includes multiple chemotherapeutic and immunotherapy agents used in cancer treatment, but specific mechanistic synergy for rhabdomyosarcoma is unclear.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135538|CHEBI:5088||UMLS:C0853509,"['CHEBI:135538', 'CHEBI:5088']",UMLS:C0853509,1,indications,"['Flavoxate', 'Propyphenazone']",Arterial catheterization normal,other,0.6,True,"Flavoxate is used for urinary disorders, Propyphenazone is an analgesic; no clear mechanistic synergy or common comorbidity with arterial catheterization normal.",gpt-4.1-mini,v1,2026-02-11T22:24:51+00:00
CHEBI:64733|CHEBI:81862||MONDO:0024306,"['CHEBI:64733', 'CHEBI:81862']",MONDO:0024306,1,indications,"['Potassium bicarbonate', 'Potassium citrate']",lactic acidosis,mechanistically_synergistic,0.9,False,"Both drugs are potassium salts used to correct acidosis by buffering acid, directly targeting lactic acidosis mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:51+00:00
CHEBI:68610|CHEBI:82720||MONDO:0005267,"['CHEBI:68610', 'CHEBI:82720']",MONDO:0005267,1,indications,"['Empagliflozin', 'Linagliptin']",heart disorder,mechanistically_synergistic,0.9,False,"Empagliflozin and Linagliptin are combined to treat heart disorders often linked to diabetes, targeting complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:51+00:00
CHEBI:28304|CHEBI:35176||UMLS:C0520962,"['CHEBI:28304', 'CHEBI:35176']",UMLS:C0520962,1,indications,"['Zinc sulfate', 'Heparin']",Localized pain,other,0.6,True,Zinc sulfate and heparin have different mechanisms; no clear synergistic or side-effect relief relation for localized pain.,gpt-4.1-mini,v1,2026-02-11T22:24:51+00:00
CHEBI:63616|UNII:DPT0O3T46P||MONDO:0056806,"['CHEBI:63616', 'UNII:DPT0O3T46P']",MONDO:0056806,1,indications,"['Pemetrexed', 'Pembrolizumab']",non-small cell squamous lung carcinoma,mechanistically_synergistic,0.9,False,Pemetrexed (chemotherapy) and Pembrolizumab (immunotherapy) are commonly combined to treat non-small cell lung carcinoma with complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:18220|CHEBI:27300|CHEBI:3311||HP:0031217,"['CHEBI:18220', 'CHEBI:27300', 'CHEBI:3311']",HP:0031217,1,indications,"['Calcium carbonate', 'Cholecalciferol', 'Isoflavone']",Hot flashes,mechanistically_synergistic,0.85,False,"Calcium carbonate and cholecalciferol (vitamin D3) are used together to support bone health and may alleviate hot flashes; isoflavones are phytoestrogens that can reduce hot flashes, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:16684|CHEBI:251408||UMLS:C0234119,"['CHEBI:16684', 'CHEBI:251408']",UMLS:C0234119,1,indications,"['Edrophonium', 'Atropine']",Neuromuscular inhibition,side_effect_relief,0.9,False,Edrophonium is used to diagnose and treat neuromuscular inhibition; Atropine is often co-administered to counteract muscarinic side effects of Edrophonium.,gpt-4.1-mini,v1,2026-02-11T22:24:51+00:00
PUBCHEM.COMPOUND:139399801|UNII:8RW88Y506K|UNII:SHA6U5FJZL||CHEBI:66901,"['PUBCHEM.COMPOUND:139399801', 'UNII:8RW88Y506K', 'UNII:SHA6U5FJZL']",CHEBI:66901,1,indications,"['Deutivacaftor', 'Vanzacaftor', 'Tezacaftor']",Ivacaftor,mechanistically_synergistic,0.9,False,"Tezacaftor, Deutivacaftor, and Vanzacaftor are CFTR modulators used together to treat cystic fibrosis (CHEBI:66901) by targeting the same disease mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16469|CHEBI:7627||UMLS:C0853662,"['CHEBI:16469', 'CHEBI:7627']",UMLS:C0853662,1,indications,"['Norethisterone', 'Estradiol']",Estrogen deficiency,mechanistically_synergistic,0.9,False,Norethisterone and Estradiol are both hormones used to treat estrogen deficiency by hormone replacement therapy.,gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:75045|CHEBI:75998||MONDO:0007915,"['CHEBI:75045', 'CHEBI:75998']",MONDO:0007915,1,indications,"['Trametinib', 'Dabrafenib']",EXCESS LMW-DNA,mechanistically_synergistic,0.9,False,Dabrafenib and Trametinib are often combined to target related pathways in diseases involving abnormal DNA or cancer mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135515|CHEBI:167707|UNII:4F4X42SYQ6||MONDO:0010643,"['CHEBI:135515', 'CHEBI:167707', 'UNII:4F4X42SYQ6']",MONDO:0010643,1,indications,"['Acalabrutinib', 'Bendamustine', 'Rituximab']",acute leukemia,mechanistically_synergistic,0.9,False,"Bendamustine, Acalabrutinib, and Rituximab are used together to treat acute leukemia with complementary mechanisms targeting cancer cells.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15641|CHEBI:4903|CHEBI:50838||CHEBI:6446,"['CHEBI:15641', 'CHEBI:4903', 'CHEBI:50838']",CHEBI:6446,1,indications,"['Drospirenone', 'Ethinylestradiol', '5-methyltetrahydrofolic acid']",Levothyroxine,common_comorbidity,0.85,False,"Drospirenone and Ethinylestradiol are contraceptives; 5-methyltetrahydrofolic acid is a folate supplement; Levothyroxine treats hypothyroidism, a common comorbidity rather than a direct mechanism for the indexed disease.",gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:49040|CHEBI:50690||MONDO:0001336,"['CHEBI:49040', 'CHEBI:50690']",MONDO:0001336,1,indications,"['Ezetimibe', 'atorvastatin(1-)']",familial hyperlipidemia,mechanistically_synergistic,0.95,False,Atorvastatin and Ezetimibe are combined to synergistically lower cholesterol in familial hyperlipidemia.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15640|CHEBI:46345|CHEBI:5971|UNII:D99YVK4L0X||UNII:2S9ZZM9Q9V,"['CHEBI:15640', 'CHEBI:46345', 'CHEBI:5971', 'UNII:D99YVK4L0X']",UNII:2S9ZZM9Q9V,1,indications,"['Ramucirumab', 'irinotecan hydrochloride (anhydrous)', 'Leucovorin', 'Fluorouracil']",Bevacizumab,mechanistically_synergistic,0.9,False,"Ramucirumab, irinotecan, leucovorin, and fluorouracil are used together in cancer therapy, targeting tumor growth and proliferation synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:27300|CHEBI:3309|CHEBI:4496|UNII:2URQ2N32W3||MONDO:0001068,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']",MONDO:0001068,1,indications,"['Calcium gluconate', 'Calcium lactate', 'Calcium phosphate dihydrate', 'Cholecalciferol']",osteomalacia,mechanistically_synergistic,0.95,False,All drugs are calcium or vitamin D related compounds used to treat osteomalacia by addressing calcium and vitamin D deficiency.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15365|CHEBI:16714|CHEBI:6832||UMLS:C0278140,"['CHEBI:15365', 'CHEBI:16714', 'CHEBI:6832']",UMLS:C0278140,1,indications,"['Aspirin', 'Methocarbamol', 'Codeine']",Severe pain,mechanistically_synergistic,0.85,False,"Aspirin and Codeine are analgesics targeting severe pain; Methocarbamol is a muscle relaxant often used adjunctively for pain relief, indicating synergistic treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:41879|CHEBI:63791|UNII:4Z63YK6E0E||UMLS:C0796611,"['CHEBI:41879', 'CHEBI:63791', 'UNII:4Z63YK6E0E']",UMLS:C0796611,1,indications,"['Daratumumab', 'Lenalidomide', 'Dexamethasone']",Newly Diagnosed Childhood Ependymoma,other,0.6,True,"Daratumumab, Lenalidomide, and Dexamethasone are primarily used in hematologic malignancies, not established for childhood ependymoma; insufficient evidence for mechanistic synergy or comorbidity.",gpt-4.1-mini,v1,2026-02-11T22:24:53+00:00
CHEBI:135947|CHEBI:8389||NCIT:C3852,"['CHEBI:135947', 'CHEBI:8389']",NCIT:C3852,1,indications,"['Bazedoxifene', 'Conjugated estrogens']",Menopausal Symptom,mechanistically_synergistic,0.9,False,Bazedoxifene and conjugated estrogens are combined to treat menopausal symptoms by targeting hormonal pathways synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:52+00:00
CHEBI:17234|CHEBI:25107|CHEBI:26710|CHEBI:30769|CHEBI:32588|CHEBI:3312||HP:0001944,"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:30769', 'CHEBI:32588', 'CHEBI:3312']",HP:0001944,1,indications,"['Calcium chloride', 'D-glucose', 'Potassium chloride', 'Sodium chloride', 'magnesium atom', 'Citric acid']",Dehydration,mechanistically_synergistic,0.9,False,All drugs are electrolytes or glucose commonly used together to treat dehydration by restoring fluid and electrolyte balance.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16217|CHEBI:30769|CHEBI:31793||UMLS:C0685844,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']",UMLS:C0685844,1,indications,"['Gluconolactone', 'Citric acid', 'MAGNESITE']",Congenital anomaly of fallopian tubes,other,0.6,True,No clear mechanistic synergy or common comorbidity; drugs are chemical compounds without direct known therapeutic link to congenital fallopian tube anomalies.,gpt-4.1-mini,v1,2026-02-11T22:24:53+00:00
CHEBI:172943|CHEBI:31536|CHEBI:90923||MONDO:0005252,"['CHEBI:172943', 'CHEBI:31536', 'CHEBI:90923']",MONDO:0005252,1,indications,"['tenofovir alafenamide fumarate', 'Emtricitabine', 'Bictegravir']",heart failure,other,0.7,True,"The drugs are antiretrovirals primarily for HIV, not heart failure; no direct mechanistic synergy or side effect relief for heart failure is evident.",gpt-4.1-mini,v1,2026-02-11T22:24:53+00:00
CHEBI:31206|CHEBI:4470|CHEBI:52010|PUBCHEM.COMPOUND:4786||HP:0012735,"['CHEBI:31206', 'CHEBI:4470', 'CHEBI:52010', 'PUBCHEM.COMPOUND:4786']",HP:0012735,1,indications,"['Ammonium chloride', 'Dextromethorphan', 'chlorphenamine', 'Phenylpropanolamine']",Cough,mechanistically_synergistic,0.9,False,"All drugs are commonly used together to treat cough symptoms via complementary mechanisms (expectorant, decongestant, antitussive, antihistamine).",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:136042|CHEBI:2376|CHEBI:6935||UniProtKB:A0A8D1N440,"['CHEBI:136042', 'CHEBI:2376', 'CHEBI:6935']",UniProtKB:A0A8D1N440,1,indications,"['Teneligliptin', 'Miglitol', 'acarbose']","A0A8D1N440_PIG Failed axon connections homolog, metaxin like GST domain containing (trembl)",other,0.6,True,"Drugs are antidiabetic agents but disease is a protein related to axon connections, unclear mechanistic link.",gpt-4.1-mini,v1,2026-02-11T22:24:53+00:00
CHEBI:131527|CHEBI:17234|CHEBI:25107|CHEBI:32588|CHEBI:32954||UMLS:C4509972,"['CHEBI:131527', 'CHEBI:17234', 'CHEBI:25107', 'CHEBI:32588', 'CHEBI:32954']",UMLS:C4509972,1,indications,"['Dipotassium phosphate', 'D-glucose', 'magnesium atom', 'Potassium chloride', 'Sodium acetate']",Requires vaccination,other,0.6,True,"The drugs are electrolytes and glucose, likely supportive but not directly targeting the disease mechanism; insufficient info to classify as synergistic or side effect relief.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:107736|CHEBI:15671|CHEBI:30769|CHEBI:31498|CHEBI:32139|CHEBI:64733||HP:0002018,"['CHEBI:107736', 'CHEBI:15671', 'CHEBI:30769', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:64733']",HP:0002018,1,indications,"['Metoclopramide', 'Citric acid', 'Potassium citrate', 'Sodium bicarbonate', 'Dimethicone', 'L-tartaric acid']",Nausea,mechanistically_synergistic,0.9,False,All drugs are used to treat nausea or its symptoms through complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:53+00:00
CHEBI:15377|UNII:LIA7Z4002P||UniProtKB:A0A8D0YGK4,"['CHEBI:15377', 'UNII:LIA7Z4002P']",UniProtKB:A0A8D0YGK4,1,indications,"['Nadroparin', 'Water']",A0A8D0YGK4_PIG BED-type domain-containing protein (trembl),other,0.6,True,Water is not a drug and Nadroparin is an anticoagulant; no clear mechanistic synergy or comorbidity with the protein disease target.,gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
CHEBI:6923|CHEBI:9667||NCIT:C3137,"['CHEBI:6923', 'CHEBI:9667']",NCIT:C3137,1,indications,"['Miconazole', 'Triamcinolone']",Inflammation,mechanistically_synergistic,0.9,False,Miconazole is an antifungal and Triamcinolone is a corticosteroid; both can be used together to treat inflammation by addressing infection and inflammation respectively.,gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
CHEBI:10454|CHEBI:135214||MONDO:0004938,"['CHEBI:10454', 'CHEBI:135214']",MONDO:0004938,1,indications,"['Flupentixol', 'Melitracen']",Dependence,mechanistically_synergistic,0.9,False,"Flupentixol and Melitracen are combined in treatment of dependence, targeting related neurochemical pathways.",gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
CHEBI:133009|CHEBI:85083|UNII:0570F37359||MONDO:0005155,"['CHEBI:133009', 'CHEBI:85083', 'UNII:0570F37359']",MONDO:0005155,1,indications,"['Sofosbuvir', 'Voxilaprevir', 'Velpatasvir']",liver cirrhosis,mechanistically_synergistic,0.95,False,"Sofosbuvir, Velpatasvir, and Voxilaprevir are combined antiviral drugs targeting hepatitis C virus, which can cause liver cirrhosis; their joint use is mechanistically synergistic for treating liver disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16714|CHEBI:51209|CHEBI:84116||UMLS:C0041912,"['CHEBI:16714', 'CHEBI:51209', 'CHEBI:84116']",UMLS:C0041912,1,indications,"['Triprolidine', 'Codeine', 'Pseudoephedrine']",Upper Respiratory Infections,mechanistically_synergistic,0.9,False,"Triprolidine (antihistamine), Codeine (cough suppressant), and Pseudoephedrine (decongestant) are commonly combined to treat symptoms of upper respiratory infections.",gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
CHEBI:68642|CHEBI:83766|CHEBI:8382||MONDO:0700048,"['CHEBI:68642', 'CHEBI:83766', 'CHEBI:8382']",MONDO:0700048,1,indications,"['Olaparib', 'Abiraterone', 'Prednisone']",hand-foot syndrome,side_effect_relief,0.85,False,Prednisone is often used to manage side effects like hand-foot syndrome caused by cancer therapies such as Olaparib and Abiraterone.,gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
DRUGBANK:DB15680|DRUGBANK:DB15681|DRUGBANK:DB15682|DRUGBANK:DB15683||MONDO:0018059,"['DRUGBANK:DB15680', 'DRUGBANK:DB15681', 'DRUGBANK:DB15682', 'DRUGBANK:DB15683']",MONDO:0018059,1,indications,"['Neisseria meningitidis group A capsular polysaccharide tetanus toxoid conjugate antigen', 'Neisseria meningitidis group W-135 capsular polysaccharide tetanus toxoid conjugate antigen', 'Neisseria meningitidis group Y capsular polysaccharide tetanus toxoid conjugate antigen', 'Neisseria meningitidis group C capsular polysaccharide tetanus toxoid conjugate antigen']",meningococcal meningitis,mechanistically_synergistic,0.95,False,"All drugs are conjugate antigens targeting different Neisseria meningitidis groups, jointly preventing meningococcal meningitis.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:68642|CHEBI:6888||MONDO:0008315,"['CHEBI:68642', 'CHEBI:6888']",MONDO:0008315,1,indications,"['Abiraterone', 'Methylprednisolone']",prostate cancer,mechanistically_synergistic,0.9,False,Abiraterone inhibits androgen production to treat prostate cancer; methylprednisolone is used to mitigate side effects and enhance efficacy in this context.,gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
CHEBI:16335|CHEBI:37117||MONDO:0005047,"['CHEBI:16335', 'CHEBI:37117']",MONDO:0005047,1,indications,"['Adenosine', 'Thallium']",infertility,other,0.7,True,Adenosine and Thallium have no known synergistic or comorbidity relation with infertility; Thallium is toxic and not a therapeutic agent.,gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:26710|CHEBI:30742|CHEBI:32139|CHEBI:32588||UMLS:C0730516,"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:32139', 'CHEBI:32588']",UMLS:C0730516,1,indications,"['Potassium chloride', 'Sodium bicarbonate', 'Sodium chloride', 'macrogol']",Colonoscopy abnormal,side_effect_relief,0.85,False,"Macrogol and electrolytes (sodium bicarbonate, sodium chloride, potassium chloride) are used together to prepare bowel for colonoscopy, relieving side effects and enabling procedure.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:63599|CHEBI:82557||MONDO:0006292,"['CHEBI:63599', 'CHEBI:82557']",MONDO:0006292,1,indications,"['Treosulfan', 'Fludarabine']",malignant mesothelioma,mechanistically_synergistic,0.85,False,"Treosulfan and Fludarabine are chemotherapeutic agents often combined for synergistic anti-cancer effects, relevant to malignant mesothelioma treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:54+00:00
CHEBI:5195|DRUGBANK:DB11158|UNII:24H4NWX5CO||UMLS:C1313963,"['CHEBI:5195', 'DRUGBANK:DB11158', 'UNII:24H4NWX5CO']",UMLS:C1313963,1,indications,"['Pectin', 'Kaolin', 'furazolidone']",Diarrhea caused by staphylococcus toxin,mechanistically_synergistic,0.9,False,"Pectin and kaolin are adsorbents that relieve diarrhea symptoms; furazolidone is an antimicrobial targeting staphylococcus toxin cause, jointly addressing the disease mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:27373|CHEBI:3614||MONDO:0021201,"['CHEBI:27373', 'CHEBI:3614']",MONDO:0021201,1,indications,"['Chlorhexidine', 'Dexpanthenol']",skin infection,mechanistically_synergistic,0.9,False,"Chlorhexidine is an antiseptic targeting skin infections; Dexpanthenol promotes skin healing, supporting treatment synergy.",gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:3614|CHEBI:6456||MONDO:0021245,"['CHEBI:3614', 'CHEBI:6456']",MONDO:0021245,1,indications,"['Chlorhexidine', 'Lidocaine']",mouth neoplasm,other,0.6,True,Chlorhexidine is an antiseptic and lidocaine is a local anesthetic; their combination may be for symptom relief rather than direct synergistic treatment of mouth neoplasm.,gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:135636|CHEBI:16709|CHEBI:17439|CHEBI:6759||MONDO:0002280,"['CHEBI:135636', 'CHEBI:16709', 'CHEBI:17439', 'CHEBI:6759']",MONDO:0002280,1,indications,"['Mepivacaine', 'Cyanocobalamin', 'Pyridoxine', 'Fursultiamine']",anemia,mechanistically_synergistic,0.85,False,All drugs are vitamins or related compounds used to treat anemia by addressing nutritional deficiencies.,gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:2668|CHEBI:8024||MONDO:0006716,"['CHEBI:2668', 'CHEBI:8024']",MONDO:0006716,1,indications,"['Perindopril', 'Amlodipine']",coronary thrombosis,mechanistically_synergistic,0.9,False,Perindopril (an ACE inhibitor) and Amlodipine (a calcium channel blocker) are often combined to treat coronary artery diseases including coronary thrombosis by complementary cardiovascular effects.,gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:17698|CHEBI:6456||MONDO:0019476,"['CHEBI:17698', 'CHEBI:6456']",MONDO:0019476,1,indications,"['Lidocaine', 'Chloramphenicol']",primary cutaneous peripheral T-cell lymphoma not otherwise specified,other,0.6,True,Lidocaine is a local anesthetic and chloramphenicol is an antibiotic; no clear mechanistic synergy or side effect relief for cutaneous T-cell lymphoma.,gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:16469|CHEBI:7627||MONDO:0000755,"['CHEBI:16469', 'CHEBI:7627']",MONDO:0000755,1,indications,"['Norethisterone', 'Estradiol']",ectopic pregnancy,mechanistically_synergistic,0.9,False,Norethisterone and Estradiol are both hormones used to manage ectopic pregnancy by modulating hormonal environment.,gpt-4.1-mini,v1,2026-02-11T22:24:55+00:00
CHEBI:113556|CHEBI:4470|CHEBI:52010||MONDO:0003781,"['CHEBI:113556', 'CHEBI:4470', 'CHEBI:52010']",MONDO:0003781,1,indications,"['chlorphenamine', 'Dextromethorphan', 'methylephedrine']",bronchitis,mechanistically_synergistic,0.9,False,"Chlorphenamine (antihistamine), dextromethorphan (cough suppressant), and methylephedrine (bronchodilator) are commonly combined to treat bronchitis symptoms synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
CHEBI:6970|CHEBI:90959||MONDO:0003781,"['CHEBI:6970', 'CHEBI:90959']",MONDO:0003781,1,indications,"['tiotropium bromide', 'Mometasone']",bronchitis,mechanistically_synergistic,0.9,False,Tiotropium bromide is a bronchodilator and mometasone is a corticosteroid; both target bronchitis symptoms and inflammation synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
CHEBI:15409|UNII:2R04ONI662||MONDO:0005709,"['CHEBI:15409', 'UNII:2R04ONI662']",MONDO:0005709,1,indications,"['Levomenthol', 'Eucalyptus oil']",common cold,mechanistically_synergistic,0.9,False,"Levomenthol and eucalyptus oil are both used to relieve symptoms of the common cold, often combined for synergistic symptomatic relief.",gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
CHEBI:50275|CHEBI:7476||MONDO:0008383,"['CHEBI:50275', 'CHEBI:7476']",MONDO:0008383,1,indications,"['Naproxen', 'Esomeprazole']",rheumatoid arthritis,side_effect_relief,0.9,False,Naproxen treats rheumatoid arthritis; Esomeprazole reduces NSAID-induced gastric side effects.,gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
CHEBI:47381|CHEBI:6456||MONDO:0008383,"['CHEBI:47381', 'CHEBI:6456']",MONDO:0008383,1,indications,"['Diclofenac', 'Lidocaine']",rheumatoid arthritis,mechanistically_synergistic,0.9,False,"Diclofenac (NSAID) and Lidocaine (local anesthetic) both address pain and inflammation in rheumatoid arthritis, providing complementary therapeutic effects.",gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
CHEBI:16283|CHEBI:7916||UMLS:C3854354,"['CHEBI:16283', 'CHEBI:7916']",UMLS:C3854354,1,indications,"['Cystine', 'pantothenic acid']",Hair injury,other,0.6,True,No clear mechanistic synergy or side effect relief between cystine and pantothenic acid for hair injury; likely insufficient information.,gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
CHEBI:17630|CHEBI:9667||MONDO:0001046,"['CHEBI:17630', 'CHEBI:9667']",MONDO:0001046,1,indications,"['Triamcinolone', 'Kanamycin']",Anus absent,other,0.7,True,Triamcinolone is a corticosteroid and Kanamycin is an antibiotic; their combination for 'Anus absent' is unclear and not mechanistically synergistic or common comorbidity.,gpt-4.1-mini,v1,2026-02-11T22:24:56+00:00
