example_key,drug_set,condition_id_norm,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc,from_cache
CHEBI:28669|CHEBI:41872|CHEBI:59788||MONDO:0002237,"['CHEBI:28669', 'CHEBI:41872', 'CHEBI:59788']",MONDO:0002237,other,0.6,True,Drugs are antimicrobials or antihistamines but no clear mechanistic synergy for carbuncle treatment is evident.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:46195|CHEBI:52010|CHEBI:5551||HP:0012735,"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:52010', 'CHEBI:5551']",HP:0012735,mechanistically_synergistic,0.9,False,"Drugs collectively target cough symptoms via different mechanisms: dextromethorphan (cough suppressant), chlorphenamine (antihistamine), guaifenesin (expectorant), acetaminophen (analgesic/antipyretic).",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:12777|CHEBI:18145||MONDO:0007016,"['CHEBI:12777', 'CHEBI:18145']",MONDO:0007016,mechanistically_synergistic,0.9,False,Both Vitamin A and Vitamin E are vitamins often co-supplemented to address vitamin A deficiency and related oxidative stress mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:18250|CHEBI:47977||MONDO:0005578,"['CHEBI:18250', 'CHEBI:47977']",MONDO:0005578,mechanistically_synergistic,0.95,False,Chondroitin sulfate and glucosamine are commonly combined to treat arthritis by targeting joint health and cartilage repair.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:43830|CHEBI:63043|CHEBI:6824||MONDO:0001166,"['CHEBI:43830', 'CHEBI:63043', 'CHEBI:6824']",MONDO:0001166,other,0.6,True,"Methylthioninium is used in some kidney conditions, Methenamine is a urinary antiseptic, Potassium nitrate is less directly related; unclear if combined for nephritis mechanism or comorbidity.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:78320||MONDO:0001795,"['CHEBI:16914', 'CHEBI:78320']",MONDO:0001795,other,0.6,True,Salicylic acid is used to treat plantar warts; lactic acid is not commonly indicated for this condition or known to synergize mechanistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:17698||MONDO:0021201,"['CHEBI:17650', 'CHEBI:17698']",MONDO:0021201,mechanistically_synergistic,0.9,False,Hydrocortisone reduces inflammation while Chloramphenicol treats bacterial infection; both target skin infection mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31355|CHEBI:45863|UNII:2S9ZZM9Q9V||MONDO:0005233,"['CHEBI:31355', 'CHEBI:45863', 'UNII:2S9ZZM9Q9V']",MONDO:0005233,mechanistically_synergistic,0.95,False,"Bevacizumab, Paclitaxel, and Carboplatin are commonly combined to treat non-small cell lung carcinoma with complementary mechanisms targeting tumor growth and cell division.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:94848||NCIT:C92834,"['CHEBI:16709', 'CHEBI:94848']",NCIT:C92834,mechanistically_synergistic,0.9,False,"Dimenhydrinate and Pyridoxine are both used to treat morning nausea, acting synergistically to alleviate symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:64733|CHEBI:81862||MONDO:0003652,"['CHEBI:64733', 'CHEBI:81862']",MONDO:0003652,mechanistically_synergistic,0.9,False,"Both drugs are potassium salts used to alkalinize urine, directly targeting acute urate nephropathy by reducing uric acid crystallization.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17833|CHEBI:47381||NCIT:C34938,"['CHEBI:17833', 'CHEBI:47381']",NCIT:C34938,other,0.6,True,Diclofenac is an NSAID and Gentamicin is an antibiotic; their combination for postoperative hemorrhage is not clearly mechanistically synergistic or for side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:42355|CHEBI:6067||MONDO:0011438,"['CHEBI:42355', 'CHEBI:6067']",MONDO:0011438,mechanistically_synergistic,0.85,False,Both erythromycin and isotretinoin are used to treat acne through complementary mechanisms targeting the disease.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB11643|DRUGBANK:DB15484|DRUGBANK:DB15485|DRUGBANK:DB15486|DRUGBANK:DB15487||MONDO:0015766,"['DRUGBANK:DB11643', 'DRUGBANK:DB15484', 'DRUGBANK:DB15485', 'DRUGBANK:DB15486', 'DRUGBANK:DB15487']",MONDO:0015766,mechanistically_synergistic,0.95,False,"All drugs are vaccines or components targeting Vibrio cholerae, directly addressing cholera.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:8426|UNII:492M3I304T||MONDO:0016358,"['CHEBI:8426', 'UNII:492M3I304T']",MONDO:0016358,mechanistically_synergistic,0.85,True,"Probenecid is known to increase antibiotic levels by inhibiting renal excretion, enhancing sulopenem's effect potentially relevant to sclerodactyly treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:64213|UNII:2S713A4VP3||MONDO:0001795,"['CHEBI:16914', 'CHEBI:64213', 'UNII:2S713A4VP3']",MONDO:0001795,mechanistically_synergistic,0.9,False,"All three drugs (Cantharidin, Podophyllin, Salicylic acid) are used topically to treat plantar warts by targeting wart tissue.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28971|CHEBI:49566||MONDO:0005113,"['CHEBI:28971', 'CHEBI:49566']",MONDO:0005113,mechanistically_synergistic,0.9,False,"Ampicillin and Cloxacillin are both beta-lactam antibiotics used together to treat bacterial infections, targeting the disease mechanism synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5384|CHEBI:6801||MONDO:0005148,"['CHEBI:5384', 'CHEBI:6801']",MONDO:0005148,mechanistically_synergistic,0.95,False,Glipizide and Metformin are commonly co-prescribed to synergistically manage type 2 diabetes by different mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28487|CHEBI:59912|CHEBI:94521||MONDO:0005044,"['CHEBI:28487', 'CHEBI:59912', 'CHEBI:94521']",MONDO:0005044,mechanistically_synergistic,0.9,False,All three drugs are antihypertensives with complementary mechanisms targeting hypertension.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:6456||MONDO:0042976,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']",MONDO:0042976,mechanistically_synergistic,0.9,False,"Cyanocobalamin, Pyridoxine, and Thiamine are B vitamins used to treat vitamin B deficiency; Lidocaine may be used adjunctively for symptom relief but overall drugs target the deficiency mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:63580|CHEBI:85083|UNII:Q46947FE7K||UMLS:C4049392,"['CHEBI:63580', 'CHEBI:85083', 'UNII:Q46947FE7K']",UMLS:C4049392,mechanistically_synergistic,0.95,False,"Sofosbuvir, Ribavirin, and Peginterferon alfa-2a are commonly used together to treat chronic hepatitis C genotype 1 with complementary antiviral mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:52010|CHEBI:5855||UMLS:C0264222,"['CHEBI:52010', 'CHEBI:5855']",UMLS:C0264222,mechanistically_synergistic,0.85,False,Chlorphenamine (an antihistamine) and ibuprofen (an NSAID) are commonly combined to treat symptoms of acute upper respiratory infections by addressing inflammation and allergic symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0005377,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0005377,mechanistically_synergistic,0.9,False,"Bupivacaine and Lidocaine are local anesthetics; Triamcinolone and Methylprednisolone are corticosteroids. Corticosteroids are used to treat nephrotic syndrome by reducing inflammation and immune response, while local anesthetics may be used adjunctively for symptom relief during procedures. The combination suggests a synergistic approach targeting disease and symptom management.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:145499|CHEBI:64312||MONDO:0004975,"['CHEBI:145499', 'CHEBI:64312']",MONDO:0004975,mechanistically_synergistic,0.95,False,Donepezil and Memantine are both approved treatments for Alzheimer's disease with complementary mechanisms targeting cognitive symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:116735|CHEBI:9468||MONDO:0005326,"['CHEBI:116735', 'CHEBI:9468']",MONDO:0005326,mechanistically_synergistic,0.9,False,"Both Tetracaine and Benzocaine are local anesthetics used to relieve pain in sunburn, targeting the same symptom mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:12777|CHEBI:16709|CHEBI:17015|CHEBI:17154|CHEBI:17439|CHEBI:18145|CHEBI:18385|CHEBI:22652|CHEBI:23414|CHEBI:27300|CHEBI:27470|CHEBI:28125|CHEBI:28741|CHEBI:29035|CHEBI:32036|CHEBI:32599|CHEBI:3311|CHEBI:36560|CHEBI:53470|CHEBI:75215|CHEBI:7916|DRUGBANK:DB13961|UNII:SFW1D987QV||MONDO:0000755,"['CHEBI:12777', 'CHEBI:16709', 'CHEBI:17015', 'CHEBI:17154', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:18385', 'CHEBI:22652', 'CHEBI:23414', 'CHEBI:27300', 'CHEBI:27470', 'CHEBI:28125', 'CHEBI:28741', 'CHEBI:29035', 'CHEBI:32036', 'CHEBI:32599', 'CHEBI:3311', 'CHEBI:36560', 'CHEBI:53470', 'CHEBI:75215', 'CHEBI:7916', 'DRUGBANK:DB13961', 'UNII:SFW1D987QV']",MONDO:0000755,other,0.7,True,"The listed drugs are mostly vitamins and minerals, commonly used as supplements rather than direct treatments for ectopic pregnancy; no clear mechanistic synergy or side effect relief is evident.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:30769|CHEBI:31206||HP:0012735,"['CHEBI:30769', 'CHEBI:31206']",HP:0012735,other,0.6,True,Ammonium chloride and citric acid are used in cough treatment but do not have a clear mechanistic synergy or side effect relief relationship; could be symptomatic treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4027|CHEBI:41879|CHEBI:74947||MONDO:0019438,"['CHEBI:4027', 'CHEBI:41879', 'CHEBI:74947']",MONDO:0019438,mechanistically_synergistic,0.95,False,"Thalidomide, dexamethasone, and cyclophosphamide are commonly combined to treat AL amyloidosis by targeting the plasma cell dyscrasia and amyloid deposition mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:36560|CHEBI:41237|UNII:8P5F881OCY||MONDO:0005538,"['CHEBI:36560', 'CHEBI:41237', 'UNII:8P5F881OCY']",MONDO:0005538,other,0.6,True,Balsam of Peru and Benzyl benzoate are topical agents; Zinc oxide is protective. Their combined use in proctitis is unclear mechanistically or as side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:204928|CHEBI:6456||MONDO:0005113,"['CHEBI:204928', 'CHEBI:6456']",MONDO:0005113,other,0.7,True,Lidocaine is a local anesthetic and Cefotaxime is an antibiotic; their combination for bacterial infectious disease is not mechanistically synergistic but may be used together clinically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:90959|UNII:9810NUL4D1||MONDO:0004849,"['CHEBI:90959', 'UNII:9810NUL4D1']",MONDO:0004849,mechanistically_synergistic,0.9,False,Both Carmoterol (a long-acting beta-agonist) and tiotropium bromide (a long-acting muscarinic antagonist) are bronchodilators used together to treat emphysema by improving airflow.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3077|CHEBI:59477||MONDO:0005093,"['CHEBI:3077', 'CHEBI:59477']",MONDO:0005093,mechanistically_synergistic,0.9,False,Chloroxine is an antimicrobial and Betamethasone is a corticosteroid; both are used together to treat skin disorders by addressing infection and inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16199|CHEBI:31286||MONDO:0001628,"['CHEBI:16199', 'CHEBI:31286']",MONDO:0001628,mechanistically_synergistic,0.9,False,"Bifonazole is an antifungal and urea enhances drug penetration in tinea unguium treatment, indicating synergistic mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15409|CHEBI:28621|CHEBI:28621|CHEBI:31832|CHEBI:3374|CHEBI:36773|CHEBI:36773|CHEBI:6456||NCIT:C3244,"['CHEBI:15409', 'CHEBI:28621', 'CHEBI:28621', 'CHEBI:31832', 'CHEBI:3374', 'CHEBI:36773', 'CHEBI:36773', 'CHEBI:6456']",NCIT:C3244,mechanistically_synergistic,0.9,False,All drugs are topical analgesics or counterirritants used together to relieve musculoskeletal pain.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:47381|CHEBI:9667||MONDO:0002508,"['CHEBI:47381', 'CHEBI:9667']",MONDO:0002508,mechanistically_synergistic,0.9,False,"Triamcinolone (a corticosteroid) and Diclofenac (an NSAID) both reduce inflammation, jointly targeting gingivitis inflammation.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3219|CHEBI:7465||HP:0025502,"['CHEBI:3219', 'CHEBI:7465']",HP:0025502,mechanistically_synergistic,0.9,False,Naltrexone and Bupropion are combined to treat overweight by synergistically affecting appetite and reward pathways.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
PUBCHEM.COMPOUND:91820602|UNII:5384HK7574|UNII:K16AIQ8CTM||UMLS:C0278485,"['PUBCHEM.COMPOUND:91820602', 'UNII:5384HK7574', 'UNII:K16AIQ8CTM']",UMLS:C0278485,mechanistically_synergistic,0.9,False,"Pertuzumab and Trastuzumab deruxtecan are targeted therapies for breast carcinoma; Hyaluronidase enhances drug delivery, supporting combined therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:76128|CHEBI:94557||HP:0002487,"['CHEBI:76128', 'CHEBI:94557']",HP:0002487,mechanistically_synergistic,0.85,False,Dexketoprofen is an NSAID reducing inflammation and pain; Thiocolchicoside is a muscle relaxant; both can synergistically treat hyperkinesia by reducing muscle overactivity and discomfort.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:30769|CHEBI:31206|CHEBI:52010|CHEBI:8093||MONDO:0004979,"['CHEBI:30769', 'CHEBI:31206', 'CHEBI:52010', 'CHEBI:8093']",MONDO:0004979,mechanistically_synergistic,0.8,False,Drugs include bronchodilator (phenylephrine) and antihistamine (chlorphenamine) commonly used together to manage asthma symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:247956|CHEBI:4853|CHEBI:7507||MONDO:0005538,"['CHEBI:17650', 'CHEBI:247956', 'CHEBI:4853', 'CHEBI:7507']",MONDO:0005538,mechanistically_synergistic,0.85,False,"Hydrocortisone is an anti-inflammatory used for proctitis; Cinchocaine is a local anesthetic for symptom relief; Framycetin is an antibiotic preventing infection; Esculin has anti-inflammatory properties, all targeting proctitis treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28971|PUBCHEM.COMPOUND:16129749||MONDO:0005113,"['CHEBI:28971', 'PUBCHEM.COMPOUND:16129749']",MONDO:0005113,mechanistically_synergistic,0.85,False,"Ampicillin is an antibiotic used to treat bacterial infections; the peptide drug likely targets bacterial mechanisms, suggesting joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5551|CHEBI:8093||HP:0012735,"['CHEBI:5551', 'CHEBI:8093']",HP:0012735,mechanistically_synergistic,0.9,False,Guaifenesin is an expectorant and Phenylephrine is a decongestant; both target symptoms of cough and respiratory congestion synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:52010|CHEBI:85537||MONDO:0005709,"['CHEBI:4470', 'CHEBI:52010', 'CHEBI:85537']",MONDO:0005709,mechanistically_synergistic,0.9,False,"Dextromethorphan (cough suppressant) and chlorphenamine (antihistamine) are commonly combined to treat symptoms of the common cold; Sulfogaiacol is an expectorant, all targeting cold symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:32354|CHEBI:6456|CHEBI:7470|CHEBI:9327||MONDO:0003799,"['CHEBI:32354', 'CHEBI:6456', 'CHEBI:7470', 'CHEBI:9327']",MONDO:0003799,mechanistically_synergistic,0.85,False,"Drugs include lidocaine (local anesthetic) and naphazoline (vasoconstrictor), both used to relieve conjunctivitis symptoms; combined for therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:46195|CHEBI:51209||UMLS:C0852402,"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:51209']",UMLS:C0852402,mechanistically_synergistic,0.9,False,"Acetaminophen (analgesic), Dextromethorphan (cough suppressant), and Pseudoephedrine (decongestant) are often combined to treat headache symptoms, targeting pain and associated congestion.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:63616|CHEBI:90943||MONDO:0005233,"['CHEBI:63616', 'CHEBI:90943']",MONDO:0005233,mechanistically_synergistic,0.9,False,Osimertinib and Pemetrexed are both used to treat non-small cell lung carcinoma with complementary mechanisms targeting cancer cells.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2666|CHEBI:8028||MONDO:0001942,"['CHEBI:2666', 'CHEBI:8028']",MONDO:0001942,other,0.6,True,Perphenazine (antipsychotic) and amitriptyline (antidepressant) have different primary uses; their combination for generalized anxiety disorder is not clearly mechanistically synergistic or side-effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:68642|CHEBI:8382||UMLS:C0796611,"['CHEBI:68642', 'CHEBI:8382']",UMLS:C0796611,other,0.6,True,"Abiraterone is a cancer drug; Prednisone is a corticosteroid often used to manage inflammation or side effects, but their joint mechanism for childhood ependymoma is unclear.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:78320||UMLS:C0010046,"['CHEBI:16914', 'CHEBI:78320']",UMLS:C0010046,other,0.6,True,Salicylic acid is used for heloma (corns) treatment; lactic acid may be used for skin conditions but their combined mechanism for heloma is unclear.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0009691,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0009691,mechanistically_synergistic,0.9,False,Bupivacaine and Lidocaine are local anesthetics; Methylprednisolone and Triamcinolone are corticosteroids; combined use targets symptoms and inflammation in mycosis fungoides.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:46195|CHEBI:51209|CHEBI:52010|CHEBI:5551||HP:0012735,"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:51209', 'CHEBI:52010', 'CHEBI:5551']",HP:0012735,mechanistically_synergistic,0.9,False,"Drugs collectively target cough symptoms via analgesic, decongestant, expectorant, antitussive, and antihistamine effects.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:52010|CHEBI:8093||MONDO:0000771,"['CHEBI:52010', 'CHEBI:8093']",MONDO:0000771,mechanistically_synergistic,0.9,False,Chlorphenamine is an antihistamine and phenylephrine is a decongestant; both target symptoms of allergic respiratory disease synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31484|CHEBI:31739||MONDO:0002508,"['CHEBI:31484', 'CHEBI:31739']",MONDO:0002508,other,0.7,True,Diflucortolone valerate is a corticosteroid for inflammation; Josamycin is an antibiotic. Their combination in gingivitis is plausible but not clearly mechanistically synergistic or side-effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3697|CHEBI:471744|UNII:1OQF7TT3PF||MONDO:0021678,"['CHEBI:3697', 'CHEBI:471744', 'UNII:1OQF7TT3PF']",MONDO:0021678,mechanistically_synergistic,0.95,False,Imipenem is a carbapenem antibiotic; Cilastatin inhibits renal dehydropeptidase to prevent Imipenem degradation; Relebactam is a beta-lactamase inhibitor enhancing Imipenem efficacy against gram-negative bacteria.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15409|DRUGBANK:DB11082||MONDO:0006608,"['CHEBI:15409', 'DRUGBANK:DB11082']",MONDO:0006608,mechanistically_synergistic,0.85,False,"Levomenthol provides symptomatic relief and coal tar targets skin inflammation and scaling in seborrheic dermatitis, indicating complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17698|CHEBI:41879||MONDO:0006668,"['CHEBI:17698', 'CHEBI:41879']",MONDO:0006668,mechanistically_synergistic,0.9,False,"Chloramphenicol is an antibiotic treating bacterial infection; dexamethasone reduces inflammation in bacterial conjunctivitis, jointly targeting disease symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:4636|CHEBI:5551|PUBCHEM.COMPOUND:4786||HP:0012735,"['CHEBI:4470', 'CHEBI:4636', 'CHEBI:5551', 'PUBCHEM.COMPOUND:4786']",HP:0012735,mechanistically_synergistic,0.9,False,"Drugs collectively target cough symptoms via expectorant, decongestant, antitussive, and antihistamine effects.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:45409|CHEBI:63621||MONDO:0005109,"['CHEBI:45409', 'CHEBI:63621']",MONDO:0005109,mechanistically_synergistic,0.95,False,"Saquinavir and Ritonavir are both antiretroviral drugs used together to treat HIV infection by inhibiting viral protease, enhancing efficacy.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28669|CHEBI:7507||UMLS:C0006434,"['CHEBI:28669', 'CHEBI:7507']",UMLS:C0006434,mechanistically_synergistic,0.9,False,Framycetin and Bacitracin are both topical antibiotics used together to treat burn injuries by preventing infection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:68642|CHEBI:8378||UMLS:C0796611,"['CHEBI:68642', 'CHEBI:8378']",UMLS:C0796611,other,0.6,True,"Abiraterone is a cancer drug; Prednisolone is a corticosteroid often used to reduce inflammation or side effects, but their joint mechanism for childhood ependymoma is unclear.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:46859|DRUGBANK:DB15794||MONDO:0005076,"['CHEBI:46859', 'DRUGBANK:DB15794']",MONDO:0005076,other,0.6,True,Solcoseryl is a tissue repair agent and Polidocanol is a sclerosing agent; their combined use in periodontitis is not clearly mechanistically synergistic or for side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6909|CHEBI:6923||MONDO:0006014,"['CHEBI:6909', 'CHEBI:6923']",MONDO:0006014,mechanistically_synergistic,0.9,False,"Both Metronidazole and Miconazole are antifungal/antimicrobial agents used to treat vulvovaginal candidiasis, targeting the infection synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16199|CHEBI:6909||MONDO:0002406,"['CHEBI:16199', 'CHEBI:6909']",MONDO:0002406,other,0.6,True,Metronidazole is an antibiotic used for infections; urea is a keratolytic agent used in skin conditions. Their combination in dermatitis is plausible but not clearly mechanistically synergistic or for side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5280|CHEBI:8378||UMLS:C0851772,"['CHEBI:5280', 'CHEBI:8378']",UMLS:C0851772,mechanistically_synergistic,0.9,False,Gatifloxacin is an antibiotic and Prednisolone is an anti-inflammatory; both target ocular infections and inflammation mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17154|CHEBI:17621|CHEBI:18385||UMLS:C0815316,"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385']",UMLS:C0815316,mechanistically_synergistic,0.9,False,"Thiamine, Nicotinamide, and FMN are vitamins/cofactors that can synergistically address vitamin B12 deficiency-related anemia.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:5551|PUBCHEM.COMPOUND:4786||HP:0012735,"['CHEBI:4470', 'CHEBI:5551', 'PUBCHEM.COMPOUND:4786']",HP:0012735,mechanistically_synergistic,0.9,False,"All three drugs are commonly used together to treat cough symptoms via complementary mechanisms (expectorant, decongestant, antitussive).",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB09876|DRUGBANK:DB09877|DRUGBANK:DB10342|DRUGBANK:DB10795|DRUGBANK:DB10796|DRUGBANK:DB10797|DRUGBANK:DB11627|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X||MONDO:0005077,"['DRUGBANK:DB09876', 'DRUGBANK:DB09877', 'DRUGBANK:DB10342', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'DRUGBANK:DB10797', 'DRUGBANK:DB11627', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X']",MONDO:0005077,mechanistically_synergistic,0.9,False,"The drugs are multiple vaccine components combined to target pertussis, indicating a joint therapeutic mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:50275|CHEBI:7476||MONDO:0011429,"['CHEBI:50275', 'CHEBI:7476']",MONDO:0011429,side_effect_relief,0.9,False,Naproxen treats juvenile idiopathic arthritis; Esomeprazole reduces NSAID-induced gastric side effects.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16684|CHEBI:64318|CHEBI:8069||NCIT:C3852,"['CHEBI:16684', 'CHEBI:64318', 'CHEBI:8069']",NCIT:C3852,other,0.6,True,Drugs have diverse mechanisms; no clear joint mechanism for menopausal symptoms; possible symptomatic treatment but unclear synergy.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4027|CHEBI:63599|PUBCHEM.COMPOUND:91820602|UNII:4F4X42SYQ6||MONDO:0002083,"['CHEBI:4027', 'CHEBI:63599', 'PUBCHEM.COMPOUND:91820602', 'UNII:4F4X42SYQ6']",MONDO:0002083,mechanistically_synergistic,0.9,False,"Rituximab, Cyclophosphamide, and Fludarabine are used together to treat Richter syndrome, indicating synergistic targeting of the disease; Hyaluronidase facilitates drug delivery.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:102484|CHEBI:18208||MONDO:0001031,"['CHEBI:102484', 'CHEBI:18208']",MONDO:0001031,mechanistically_synergistic,0.9,False,Sulfisoxazole and Penicillin G are both antibiotics used together to treat purulent acute otitis media by targeting bacterial infection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:45924|CHEBI:88258||MONDO:0100338,"['CHEBI:45924', 'CHEBI:88258']",MONDO:0100338,mechanistically_synergistic,0.95,False,Sulfametrole and Trimethoprim are commonly combined antibiotics targeting urinary tract infections synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31498|UNII:6V88E24N5T||MONDO:0001126,"['CHEBI:31498', 'UNII:6V88E24N5T']",MONDO:0001126,mechanistically_synergistic,0.9,False,Dimethicone acts as a protective barrier and Magaldrate neutralizes stomach acid; both target gastric ulcer treatment mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
